(4.0,[60.0,60.0,60.0,60.0,60.0,43.105262756347656,46.29411697387695,50.266666412353516,45.73684310913086,46.599998474121094,47.0,41.05882263183594,42.82352828979492,53.599998474121094,46.6363639831543])
(4.0,[43.105262756347656,46.29411697387695,50.266666412353516,45.73684310913086,46.599998474121094,47.0,41.05882263183594,42.82352828979492,53.599998474121094,46.6363639831543,45.625,46.235294342041016,49.0,50.75,46.06666564941406])
(2.0,[47.0,41.05882263183594,42.82352828979492,53.599998474121094,46.6363639831543,45.625,46.235294342041016,49.0,50.75,46.06666564941406,47.125,45.5,44.30769348144531,45.894737243652344,45.266666412353516])
(0.0,[45.625,46.235294342041016,49.0,50.75,46.06666564941406,47.125,45.5,44.30769348144531,45.894737243652344,45.266666412353516,21.058822631835938,17.0,25.214284896850586,19.66666603088379,24.5])
(0.0,[47.125,45.5,44.30769348144531,45.894737243652344,45.266666412353516,21.058822631835938,17.0,25.214284896850586,19.66666603088379,24.5,7.2727274894714355,6.625,6.307692527770996,6.300000190734863,7.615384578704834])
(0.0,[21.058822631835938,17.0,25.214284896850586,19.66666603088379,24.5,7.2727274894714355,6.625,6.307692527770996,6.300000190734863,7.615384578704834,7.0,6.3125,4.5714287757873535,8.94444465637207,7.769230842590332])
(0.0,[7.2727274894714355,6.625,6.307692527770996,6.300000190734863,7.615384578704834,7.0,6.3125,4.5714287757873535,8.94444465637207,7.769230842590332,5.461538314819336,5.916666507720947,6.714285850524902,7.588235378265381,4.636363506317139])
(4.0,[7.0,6.3125,4.5714287757873535,8.94444465637207,7.769230842590332,5.461538314819336,5.916666507720947,6.714285850524902,7.588235378265381,4.636363506317139,6.0714287757873535,9.923076629638672,6.0,8.75,7.315789699554443])
(4.0,[5.461538314819336,5.916666507720947,6.714285850524902,7.588235378265381,4.636363506317139,6.0714287757873535,9.923076629638672,6.0,8.75,7.315789699554443,37.400001525878906,23.25,40.25,33.04166793823242,34.79999923706055])
(4.0,[6.0714287757873535,9.923076629638672,6.0,8.75,7.315789699554443,37.400001525878906,23.25,40.25,33.04166793823242,34.79999923706055,48.55555725097656,45.66666793823242,44.826087951660156,43.5,47.17647171020508])
(4.0,[37.400001525878906,23.25,40.25,33.04166793823242,34.79999923706055,48.55555725097656,45.66666793823242,44.826087951660156,43.5,47.17647171020508,48.1875,40.9375,47.599998474121094,46.0,44.64706039428711])
(4.0,[48.55555725097656,45.66666793823242,44.826087951660156,43.5,47.17647171020508,48.1875,40.9375,47.599998474121094,46.0,44.64706039428711,46.400001525878906,41.75,43.57143020629883,44.4375,44.22222137451172])
(2.0,[48.1875,40.9375,47.599998474121094,46.0,44.64706039428711,46.400001525878906,41.75,43.57143020629883,44.4375,44.22222137451172,41.30434799194336,43.80952453613281,43.125,45.71428680419922,42.92307662963867])
